GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC02_EST_VC02,HC03_EST_VC02,HC04_EST_VC02,HC05_EST_VC02,HC01_EST_VC03,HC02_EST_VC03,HC03_EST_VC03,HC04_EST_VC03,HC05_EST_VC03,HC01_EST_VC06,HC02_EST_VC06,HC03_EST_VC06,HC04_EST_VC06,HC05_EST_VC06,HC01_EST_VC07,HC02_EST_VC07,HC03_EST_VC07,HC04_EST_VC07,HC05_EST_VC07,HC01_EST_VC10,HC02_EST_VC10,HC03_EST_VC10,HC04_EST_VC10,HC05_EST_VC10,HC01_EST_VC11,HC02_EST_VC11,HC03_EST_VC11,HC04_EST_VC11,HC05_EST_VC11,HC01_EST_VC12,HC02_EST_VC12,HC03_EST_VC12,HC04_EST_VC12,HC05_EST_VC12,HC01_EST_VC13,HC02_EST_VC13,HC03_EST_VC13,HC04_EST_VC13,HC05_EST_VC13,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC04_EST_VC15,HC05_EST_VC15,HC01_EST_VC17,HC02_EST_VC17,HC03_EST_VC17,HC04_EST_VC17,HC05_EST_VC17,HC01_EST_VC18,HC02_EST_VC18,HC03_EST_VC18,HC04_EST_VC18,HC05_EST_VC18,HC01_EST_VC19,HC02_EST_VC19,HC03_EST_VC19,HC04_EST_VC19,HC05_EST_VC19,HC01_EST_VC20,HC02_EST_VC20,HC03_EST_VC20,HC04_EST_VC20,HC05_EST_VC20,HC01_EST_VC23,HC02_EST_VC23,HC03_EST_VC23,HC04_EST_VC23,HC05_EST_VC23,HC01_EST_VC24,HC02_EST_VC24,HC03_EST_VC24,HC04_EST_VC24,HC05_EST_VC24,HC01_EST_VC27,HC02_EST_VC27,HC03_EST_VC27,HC04_EST_VC27,HC05_EST_VC27,HC01_EST_VC28,HC02_EST_VC28,HC03_EST_VC28,HC04_EST_VC28,HC05_EST_VC28,HC01_EST_VC29,HC02_EST_VC29,HC03_EST_VC29,HC04_EST_VC29,HC05_EST_VC29,HC01_EST_VC32,HC02_EST_VC32,HC03_EST_VC32,HC04_EST_VC32,HC05_EST_VC32,HC01_EST_VC33,HC02_EST_VC33,HC03_EST_VC33,HC04_EST_VC33,HC05_EST_VC33
0500000US29099,29099,"Jefferson County, Missouri",83045,45371,4694,9605,23375,2.66,3.21,3.04,3.18,1.28,59670,45371,4694,9605,(X),3.09,3.19,2.56,2.90,(X),25501,17503,3066,4932,(X),20.4,18.8,30.4,20.1,(X),17.9,20.9,12.2,11.1,(X),61.6,60.4,57.4,68.9,(X),83045,45371,4694,9605,23375,34.9,42.6,68.3,63.5,1.3,35.2,35.0,18.6,28.3,41.8,21.3,(X),(X),(X),75.7,7.9,(X),(X),(X),28.1,0.3,(X),(X),(X),(X),4.7,(X),(X),(X),(X),80.3,89.4,76.0,65.7,69.6,8.0,2.3,6.6,17.3,15.5,11.7,8.3,17.4,17.1,14.9,81.3,91.6,71.3,63.2,70.7,18.7,8.4,28.7,36.8,29.3
0500000US29165,29165,"Platte County, Missouri",36951,20127,1426,3518,11880,2.54,3.09,3.02,3.77,1.21,25071,20127,1426,3518,(X),3.11,3.07,2.84,3.49,(X),11146,8084,998,2064,(X),23.3,30.3,1.1,6.3,(X),15.6,15.3,3.9,22.4,(X),61.1,54.3,95.0,71.3,(X),36951,20127,1426,3518,11880,32.5,41.4,71.9,72.7,0.7,31.9,33.5,15.2,15.8,35.9,26.8,(X),(X),(X),83.4,8.3,(X),(X),(X),25.9,0.2,(X),(X),(X),(X),3.7,(X),(X),(X),(X),77.1,91.1,54.8,65.9,59.4,22.5,8.9,45.2,31.9,40.0,0.4,0.0,0.0,2.2,0.6,68.1,83.3,18.9,49.1,53.8,31.9,16.7,81.1,50.9,46.2
0500000US29183,29183,"St. Charles County, Missouri",140043,82018,6193,13202,38630,2.66,3.22,3.20,3.19,1.22,101413,82018,6193,13202,(X),3.16,3.20,2.95,3.00,(X),46116,34943,3889,7284,(X),20.5,21.2,29.4,12.3,(X),18.0,19.2,10.0,16.3,(X),61.5,59.6,60.6,71.4,(X),140043,82018,6193,13202,38630,35.6,45.0,67.9,65.0,0.5,34.4,31.6,25.9,25.1,44.9,22.9,(X),(X),(X),82.9,9.6,(X),(X),(X),34.8,0.4,(X),(X),(X),(X),4.5,(X),(X),(X),(X),83.3,93.8,76.5,80.1,63.2,14.0,4.8,15.4,14.4,33.2,2.7,1.4,8.1,5.5,3.6,79.8,89.8,75.5,66.5,63.7,20.2,10.2,24.5,33.5,36.3
0500000US29187,29187,"St. Francois County, Missouri",24915,13638,1403,2015,7859,2.38,2.97,2.60,2.63,1.24,17056,13638,1403,2015,(X),2.83,2.96,2.30,2.32,(X),7619,5798,692,1129,(X),24.6,27.0,0.0,27.3,(X),17.2,20.0,0.0,13.6,(X),58.2,53.1,100.0,59.1,(X),24915,13638,1403,2015,7859,32.4,43.2,56.0,63.0,1.6,42.2,41.2,19.5,22.0,53.1,24.6,(X),(X),(X),77.8,10.8,(X),(X),(X),34.3,0.3,(X),(X),(X),(X),6.0,(X),(X),(X),(X),73.7,82.9,73.0,72.6,58.2,16.1,9.2,6.8,16.7,29.7,10.1,7.9,20.2,10.7,12.0,66.3,82.8,68.6,50.1,41.5,33.7,17.2,31.4,49.9,58.5
0500000US29189,29189,"St. Louis County, Missouri",398531,184892,16102,53062,144475,2.47,3.14,3.31,3.31,1.21,254056,184892,16102,53062,(X),3.12,3.13,3.00,3.16,(X),103661,70036,8354,25271,(X),22.7,23.5,24.4,19.7,(X),17.4,19.8,12.2,12.4,(X),60.0,56.7,63.5,67.8,(X),398531,184892,16102,53062,144475,28.9,39.8,60.7,56.8,1.3,38.8,39.4,25.0,27.3,43.7,31.3,(X),(X),(X),86.3,11.4,(X),(X),(X),31.5,0.4,(X),(X),(X),(X),4.5,(X),(X),(X),(X),78.7,92.4,81.1,77.0,61.6,21.2,7.6,18.9,23.0,38.1,0.1,0.1,0.0,0.0,0.2,69.9,87.3,61.8,48.8,56.2,30.1,12.7,38.2,51.2,43.8
0500000US29510,29510,"St. Louis city, Missouri",137784,33718,6012,24386,73668,2.23,3.11,3.54,3.70,1.22,64116,33718,6012,24386,(X),3.25,3.09,3.06,3.51,(X),26880,11329,2495,13056,(X),31.4,39.9,33.1,23.8,(X),16.7,12.6,16.6,20.4,(X),51.8,47.5,50.3,55.9,(X),137784,33718,6012,24386,73668,23.3,38.5,54.0,63.7,0.4,29.3,34.5,27.6,24.5,28.7,45.2,(X),(X),(X),84.6,9.6,(X),(X),(X),17.9,0.8,(X),(X),(X),(X),6.0,(X),(X),(X),(X),49.2,74.7,70.3,53.9,34.2,50.4,24.9,29.7,45.9,65.2,0.5,0.4,0.0,0.2,0.6,42.5,70.8,55.3,36.0,30.7,57.5,29.2,44.7,64.0,69.3
0500000US30013,30013,"Cascade County, Montana",34018,15613,1210,3843,13352,2.34,3.05,2.75,3.22,1.22,20666,15613,1210,3843,(X),3.02,3.04,2.60,3.10,(X),8960,5892,852,2216,(X),22.0,24.3,22.9,15.8,(X),16.2,20.7,6.7,8.1,(X),61.7,55.1,70.4,76.1,(X),34018,15613,1210,3843,13352,28.7,39.8,72.1,67.2,0.6,38.8,41.6,16.4,20.7,42.8,33.2,(X),(X),(X),84.7,12.7,(X),(X),(X),32.3,0.0,(X),(X),(X),(X),5.6,(X),(X),(X),(X),70.9,85.1,63.1,61.0,57.9,18.3,5.2,20.8,28.8,30.2,10.8,9.7,16.0,10.1,11.9,63.8,78.4,51.2,47.5,52.5,36.2,21.6,48.8,52.5,47.5
0500000US30029,30029,"Flathead County, Montana",36820,20119,1205,2779,12717,2.55,2.96,3.58,4.09,1.45,24103,20119,1205,2779,(X),3.04,2.94,3.15,3.75,(X),9101,6459,919,1723,(X),25.7,27.9,35.3,12.4,(X),9.9,11.7,4.5,5.9,(X),64.4,60.4,60.3,81.7,(X),36820,20119,1205,2779,12717,28.0,34.1,78.1,70.5,4.2,41.4,43.9,18.3,22.5,43.8,27.1,(X),(X),(X),78.5,10.0,(X),(X),(X),29.0,0.2,(X),(X),(X),(X),6.7,(X),(X),(X),(X),71.0,80.2,52.4,69.8,58.4,13.7,5.1,26.9,15.0,25.7,15.3,14.7,20.7,15.2,15.9,69.6,83.3,36.6,49.2,55.5,30.4,16.7,63.4,50.8,44.5
0500000US30031,30031,"Gallatin County, Montana",39067,17575,1754,2594,17144,2.39,2.99,3.77,2.91,1.56,21923,17575,1754,2594,(X),2.95,2.97,3.05,2.71,(X),10070,7240,1202,1628,(X),27.4,29.4,29.9,16.7,(X),22.6,25.4,15.0,15.5,(X),50.0,45.2,55.2,67.8,(X),39067,17575,1754,2594,17144,26.7,42.5,73.5,63.5,0.0,28.7,30.8,27.1,29.0,26.7,30.6,(X),(X),(X),69.8,8.1,(X),(X),(X),18.4,0.0,(X),(X),(X),(X),7.2,(X),(X),(X),(X),64.3,83.9,49.3,63.2,45.9,25.9,11.4,34.8,24.5,40.0,9.8,4.7,15.8,12.3,14.1,59.2,80.1,57.6,51.9,39.1,40.8,19.9,42.4,48.1,60.9
0500000US30049,30049,"Lewis and Clark County, Montana",26593,12609,1077,2411,10496,2.41,3.16,3.58,3.25,1.20,16097,12609,1077,2411,(X),3.13,3.14,3.30,3.02,(X),6401,4571,729,1101,(X),25.7,26.7,15.1,28.6,(X),19.2,19.8,24.6,13.1,(X),55.1,53.5,60.4,58.3,(X),26593,12609,1077,2411,10496,26.3,38.8,76.3,53.4,0.0,40.2,39.5,21.1,48.4,41.2,34.1,(X),(X),(X),86.4,10.8,(X),(X),(X),27.4,0.0,(X),(X),(X),(X),5.8,(X),(X),(X),(X),68.7,86.2,77.0,65.1,47.5,17.5,2.5,0.0,21.9,36.3,13.8,11.3,23.0,13.1,16.1,68.4,85.3,68.6,57.3,50.6,31.6,14.7,31.4,42.7,49.4
0500000US30063,30063,"Missoula County, Montana",46407,19929,2380,3407,20691,2.35,3.08,3.06,3.01,1.46,25716,19929,2380,3407,(X),2.97,3.05,2.52,2.79,(X),10929,7812,1103,2014,(X),20.0,22.5,13.7,13.5,(X),19.3,24.6,0.0,9.7,(X),60.7,52.9,86.3,76.9,(X),46407,19929,2380,3407,20691,24.3,39.9,47.4,61.9,0.5,32.3,35.3,21.6,17.3,33.1,32.5,(X),(X),(X),73.0,10.7,(X),(X),(X),24.1,0.3,(X),(X),(X),(X),6.6,(X),(X),(X),(X),64.0,81.5,85.6,63.7,44.8,25.3,8.9,14.4,17.1,43.7,10.7,9.7,0.0,19.1,11.5,58.4,83.4,66.9,26.0,38.6,41.6,16.6,33.1,74.0,61.4
0500000US30111,30111,"Yellowstone County, Montana",61936,29005,3169,5536,24226,2.46,3.10,3.37,3.49,1.33,37710,29005,3169,5536,(X),3.06,3.08,2.84,3.07,(X),15801,10652,2084,3065,(X),20.9,22.3,16.5,18.8,(X),22.1,23.3,11.6,25.0,(X),57.0,54.4,71.9,56.2,(X),61936,29005,3169,5536,24226,28.6,39.1,67.8,66.4,2.2,37.4,36.5,12.7,29.0,43.7,31.6,(X),(X),(X),80.9,12.3,(X),(X),(X),31.4,0.2,(X),(X),(X),(X),7.2,(X),(X),(X),(X),71.2,85.8,62.6,58.0,57.9,16.7,4.6,23.1,25.2,28.5,12.0,9.6,14.4,16.8,13.6,67.6,83.7,51.2,42.4,56.4,32.4,16.3,48.8,57.6,43.6
0500000US31055,31055,"Douglas County, Nebraska",209520,91549,9498,26789,81684,2.53,3.30,3.25,3.41,1.31,127836,91549,9498,26789,(X),3.23,3.28,2.95,3.18,(X),61927,40451,4521,16955,(X),23.5,24.7,21.1,21.2,(X),21.4,24.1,14.5,16.8,(X),55.1,51.2,64.4,61.9,(X),209520,91549,9498,26789,81684,31.7,45.9,57.4,69.4,0.5,30.7,30.8,24.7,18.1,35.6,31.1,(X),(X),(X),79.7,9.6,(X),(X),(X),24.7,0.4,(X),(X),(X),(X),5.6,(X),(X),(X),(X),71.8,89.3,68.6,72.8,52.1,27.3,10.0,29.5,26.2,46.7,1.0,0.7,1.9,1.0,1.1,60.2,80.8,58.0,42.9,43.0,39.8,19.2,42.0,57.1,57.0
0500000US31109,31109,"Lancaster County, Nebraska",119205,54737,3473,14198,46797,2.42,3.11,3.30,3.06,1.35,72408,54737,3473,14198,(X),3.02,3.10,2.79,2.78,(X),34571,22919,2088,9564,(X),26.4,27.7,16.5,25.5,(X),22.6,23.9,31.0,17.7,(X),51.0,48.4,52.5,56.8,(X),119205,54737,3473,14198,46797,31.1,43.3,60.1,75.2,1.2,29.7,32.1,10.6,16.1,32.6,29.5,(X),(X),(X),75.3,8.8,(X),(X),(X),22.5,0.5,(X),(X),(X),(X),6.7,(X),(X),(X),(X),67.7,88.6,68.9,53.8,47.4,30.1,10.5,25.4,38.3,50.8,2.2,0.9,5.7,7.9,1.8,60.1,82.3,59.7,42.2,39.5,39.9,17.7,40.3,57.8,60.5
0500000US31153,31153,"Sarpy County, Nebraska",63029,37253,4052,5685,16039,2.71,3.30,2.98,2.97,1.19,46990,37253,4052,5685,(X),3.17,3.30,2.65,2.76,(X),24584,18902,2444,3238,(X),26.2,25.0,34.6,26.8,(X),18.4,19.4,16.8,13.8,(X),55.4,55.6,48.6,59.4,(X),63029,37253,4052,5685,16039,41.5,52.7,69.8,64.8,0.0,27.3,25.4,11.5,17.6,39.2,21.1,(X),(X),(X),83.0,6.9,(X),(X),(X),27.0,0.1,(X),(X),(X),(X),4.4,(X),(X),(X),(X),80.2,92.9,77.0,67.8,55.8,18.7,7.1,16.7,30.4,42.0,1.1,0.0,6.3,1.9,2.2,71.1,83.4,56.8,52.3,52.8,28.9,16.6,43.2,47.7,47.2
0500000US32003,32003,"Clark County, Nevada",731322,310519,51257,98867,270679,2.80,3.51,3.95,3.92,1.36,460643,310519,51257,98867,(X),3.50,3.46,3.52,3.63,(X),204373,125984,24395,53994,(X),21.5,21.5,26.3,19.3,(X),21.8,21.4,22.2,22.3,(X),56.7,57.0,51.5,58.4,(X),731322,310519,51257,98867,270679,31.4,43.7,53.9,64.3,1.0,35.2,38.5,24.9,26.1,36.7,29.1,(X),(X),(X),78.6,8.4,(X),(X),(X),22.7,0.5,(X),(X),(X),(X),7.8,(X),(X),(X),(X),66.1,82.2,65.4,63.5,48.7,30.8,15.2,31.2,34.3,47.4,3.1,2.6,3.4,2.3,3.9,50.3,65.5,41.1,34.4,40.4,49.7,34.5,58.9,65.6,59.6
0500000US32031,32031,"Washoe County, Nevada",166641,75594,8698,17042,65307,2.61,3.28,3.69,3.81,1.37,101334,75594,8698,17042,(X),3.29,3.24,3.35,3.51,(X),45017,30729,4897,9391,(X),18.8,20.3,21.0,13.0,(X),19.1,18.2,15.1,24.3,(X),62.1,61.6,63.9,62.7,(X),166641,75594,8698,17042,65307,29.9,43.5,64.2,66.0,0.2,37.8,39.2,17.5,21.8,43.0,30.7,(X),(X),(X),78.2,10.9,(X),(X),(X),27.8,0.5,(X),(X),(X),(X),7.0,(X),(X),(X),(X),66.7,82.9,61.3,59.2,50.6,27.2,11.9,24.9,33.9,43.6,6.1,5.2,13.8,6.9,5.8,57.1,73.0,46.7,38.3,45.0,42.9,27.0,53.3,61.7,55.0
0500000US33005,33005,"Cheshire County, New Hampshire",31305,15545,1872,2810,11078,2.29,2.82,2.64,2.83,1.34,20227,15545,1872,2810,(X),2.73,2.80,2.38,2.61,(X),7126,4199,1175,1752,(X),21.1,14.8,12.4,41.8,(X),15.9,18.1,15.6,11.0,(X),63.0,67.1,72.0,47.2,(X),31305,15545,1872,2810,11078,26.2,30.3,81.6,68.4,0.3,40.0,43.1,9.5,28.7,43.7,26.5,(X),(X),(X),75.0,10.5,(X),(X),(X),29.8,0.1,(X),(X),(X),(X),7.6,(X),(X),(X),(X),68.2,85.7,71.6,53.4,46.8,24.8,9.1,14.0,42.4,44.3,7.0,5.2,14.4,4.2,8.9,69.0,87.2,40.6,48.1,53.8,31.0,12.8,59.4,51.9,46.2
0500000US33009,33009,"Grafton County, New Hampshire",35436,18077,1685,2777,12897,2.34,2.83,3.66,3.15,1.32,22539,18077,1685,2777,(X),2.82,2.80,3.12,2.81,(X),7611,4941,1140,1530,(X),25.8,28.4,30.7,13.6,(X),13.7,16.2,17.4,2.9,(X),60.5,55.4,51.9,83.5,(X),35436,18077,1685,2777,12897,23.7,29.4,76.9,58.8,1.2,44.4,45.6,17.5,35.4,48.0,28.1,(X),(X),(X),77.1,11.0,(X),(X),(X),30.3,0.4,(X),(X),(X),(X),8.1,(X),(X),(X),(X),65.4,77.1,49.4,50.1,54.3,25.8,14.5,23.6,41.2,38.7,8.8,8.4,26.9,8.6,7.0,66.9,81.8,59.9,50.1,50.6,33.1,18.2,40.1,49.9,49.4
0500000US33011,33011,"Hillsborough County, New Hampshire",153482,79618,6438,16992,50434,2.59,3.18,3.54,3.23,1.30,103048,79618,6438,16992,(X),3.11,3.15,3.10,2.95,(X),45172,31737,3770,9665,(X),22.5,24.0,20.6,18.1,(X),15.2,16.1,12.6,13.0,(X),62.4,59.9,66.9,68.9,(X),153482,79618,6438,16992,50434,32.3,42.4,67.0,66.2,0.5,34.9,34.8,23.5,26.8,39.3,24.4,(X),(X),(X),74.4,8.9,(X),(X),(X),27.1,0.2,(X),(X),(X),(X),9.2,(X),(X),(X),(X),64.3,79.5,67.8,48.9,45.0,33.6,18.6,31.0,47.7,52.7,2.2,1.9,1.3,3.4,2.3,66.4,81.9,71.8,39.5,50.2,33.6,18.1,28.2,60.5,49.8
0500000US33013,33013,"Merrimack County, New Hampshire",57023,30512,2643,5159,18709,2.48,3.01,3.53,3.08,1.29,38314,30512,2643,5159,(X),2.96,2.96,3.14,2.86,(X),15797,10965,1391,3441,(X),18.5,16.5,45.1,13.9,(X),14.9,17.0,5.5,12.3,(X),66.6,66.5,49.4,73.8,(X),57023,30512,2643,5159,18709,29.6,37.7,56.9,69.4,1.6,39.9,39.3,23.9,18.8,49.1,25.3,(X),(X),(X),77.1,10.5,(X),(X),(X),32.1,0.4,(X),(X),(X),(X),6.6,(X),(X),(X),(X),67.4,81.9,58.3,55.2,48.3,25.1,11.0,33.7,43.6,42.0,7.5,7.1,7.9,1.2,9.7,69.7,86.4,59.3,47.3,50.2,30.3,13.6,40.7,52.7,49.8
0500000US33015,33015,"Rockingham County, New Hampshire",119020,66413,5033,10969,36605,2.50,3.09,2.78,3.05,1.25,82415,66413,5033,10969,(X),2.99,3.07,2.44,2.76,(X),33716,24187,2654,6875,(X),17.6,18.1,30.4,11.1,(X),16.7,17.5,4.7,18.7,(X),65.6,64.4,64.8,70.2,(X),119020,66413,5033,10969,36605,30.3,39.0,54.4,64.8,0.9,39.0,38.6,20.6,21.4,47.4,24.3,(X),(X),(X),79.1,10.4,(X),(X),(X),33.7,0.3,(X),(X),(X),(X),6.8,(X),(X),(X),(X),73.5,90.1,64.4,61.8,48.1,22.2,7.6,25.8,31.6,45.2,4.4,2.3,9.8,6.5,6.7,75.4,90.3,64.4,57.4,55.4,24.6,9.7,35.6,42.6,44.6
0500000US33017,33017,"Strafford County, New Hampshire",46859,21920,2015,4295,18629,2.50,3.17,3.29,3.06,1.48,28230,21920,2015,4295,(X),3.09,3.16,2.80,2.87,(X),12101,8521,1380,2200,(X),32.7,33.1,21.4,38.0,(X),16.7,18.6,5.7,16.4,(X),50.6,48.3,73.0,45.7,(X),46859,21920,2015,4295,18629,27.6,41.5,68.5,57.2,0.0,34.7,33.3,13.4,28.5,40.0,27.5,(X),(X),(X),69.2,10.0,(X),(X),(X),25.1,0.1,(X),(X),(X),(X),7.9,(X),(X),(X),(X),59.8,79.7,52.4,46.8,40.3,30.3,13.9,34.8,42.4,46.4,9.8,6.4,12.9,10.8,13.2,66.2,85.0,60.1,48.4,48.9,33.8,15.0,39.9,51.6,51.1
0500000US34001,34001,"Atlantic County, New Jersey",101937,43815,6480,17196,34446,2.64,3.27,3.37,3.54,1.26,67491,43815,6480,17196,(X),3.25,3.26,3.05,3.31,(X),28508,16868,2717,8923,(X),21.9,25.3,21.2,15.7,(X),16.2,17.7,16.1,13.2,(X),62.0,57.0,62.7,71.2,(X),101937,43815,6480,17196,34446,33.1,42.0,48.1,68.9,1.0,42.1,42.9,36.5,24.0,51.1,27.1,(X),(X),(X),80.1,12.5,(X),(X),(X),36.9,0.2,(X),(X),(X),(X),7.1,(X),(X),(X),(X),66.4,83.5,73.7,56.9,48.1,31.0,14.5,23.6,41.6,48.1,2.6,2.1,2.7,1.6,3.8,66.7,81.5,64.5,48.6,57.4,33.3,18.5,35.5,51.4,42.6
0500000US34003,34003,"Bergen County, New Jersey",337469,189500,16781,38527,92661,2.73,3.34,3.23,3.24,1.19,244808,189500,16781,38527,(X),3.27,3.32,2.99,3.11,(X),104656,82683,5907,16066,(X),21.6,22.9,18.2,16.2,(X),16.7,17.6,11.6,13.8,(X),61.7,59.5,70.2,70.0,(X),337469,189500,16781,38527,92661,32.8,45.0,40.5,47.3,0.5,40.1,37.6,36.4,34.5,48.3,23.4,(X),(X),(X),85.1,9.5,(X),(X),(X),34.7,0.2,(X),(X),(X),(X),4.4,(X),(X),(X),(X),58.9,71.9,55.2,54.3,34.8,40.8,27.9,44.5,44.5,65.0,0.3,0.2,0.3,1.2,0.2,63.0,74.9,52.4,51.7,45.2,37.0,25.1,47.6,48.3,54.8
0500000US34005,34005,"Burlington County, New Jersey",165424,91404,6171,19560,48289,2.64,3.26,3.26,3.15,1.20,117135,91404,6171,19560,(X),3.17,3.23,2.93,2.97,(X),48508,36688,2591,9229,(X),21.3,21.4,24.2,20.3,(X),14.8,16.2,14.5,9.0,(X),63.9,62.4,61.3,70.7,(X),165424,91404,6171,19560,48289,32.9,43.2,46.5,59.6,0.7,39.0,35.8,29.7,29.1,50.5,24.4,(X),(X),(X),83.6,11.4,(X),(X),(X),39.1,0.3,(X),(X),(X),(X),5.0,(X),(X),(X),(X),81.5,92.0,74.4,76.7,64.3,17.3,7.3,18.5,21.3,34.5,1.2,0.7,7.0,2.0,1.2,75.5,84.9,64.3,63.5,63.8,24.5,15.1,35.7,36.5,36.2
0500000US34007,34007,"Camden County, New Jersey",188064,84041,10321,32429,61273,2.68,3.34,3.56,3.38,1.26,126791,84041,10321,32429,(X),3.27,3.31,3.06,3.22,(X),54132,32772,4303,17057,(X),22.8,22.8,31.6,20.6,(X),17.2,15.7,19.1,19.4,(X),60.0,61.4,49.2,60.0,(X),188064,84041,10321,32429,61273,33.1,43.1,53.5,60.7,1.5,38.8,38.4,31.5,30.5,45.1,27.1,(X),(X),(X),83.2,11.2,(X),(X),(X),34.4,0.2,(X),(X),(X),(X),6.5,(X),(X),(X),(X),75.0,89.9,72.8,73.2,55.8,24.1,9.6,27.2,25.7,42.6,0.9,0.5,0.0,1.1,1.6,67.0,85.7,56.8,49.8,52.0,33.0,14.3,43.2,50.2,48.0
0500000US34009,34009,"Cape May County, New Jersey",40779,19464,1751,4792,14772,2.27,2.79,3.59,2.97,1.22,26007,19464,1751,4792,(X),2.77,2.77,3.09,2.65,(X),8554,5119,866,2569,(X),18.8,23.5,10.6,12.2,(X),23.0,17.9,57.5,21.7,(X),58.1,58.6,31.9,66.1,(X),40779,19464,1751,4792,14772,23.6,29.0,57.5,56.9,1.6,52.2,55.2,44.8,23.5,58.5,30.9,(X),(X),(X),85.2,14.3,(X),(X),(X),39.4,0.2,(X),(X),(X),(X),7.2,(X),(X),(X),(X),78.5,88.4,81.1,78.9,65.0,19.1,10.0,18.9,16.7,31.9,2.4,1.6,0.0,4.3,3.1,76.0,88.9,70.5,56.6,66.0,24.0,11.1,29.5,43.4,34.0
0500000US34011,34011,"Cumberland County, New Jersey",50593,20359,3411,11320,15503,2.86,3.40,3.66,3.73,1.34,35090,20359,3411,11320,(X),3.35,3.34,3.11,3.45,(X),15650,7355,1308,6987,(X),23.0,22.0,23.3,24.0,(X),18.3,17.6,18.5,19.0,(X),58.8,60.5,58.2,57.1,(X),50593,20359,3411,11320,15503,36.4,42.3,46.2,67.6,3.6,39.4,41.4,37.1,19.7,51.7,24.4,(X),(X),(X),79.6,10.5,(X),(X),(X),34.3,0.0,(X),(X),(X),(X),8.9,(X),(X),(X),(X),69.9,86.2,82.6,54.3,56.9,23.9,8.9,15.2,41.9,32.2,6.3,4.9,2.1,3.8,10.8,61.9,81.4,70.3,35.0,54.1,38.1,18.6,29.7,65.0,45.9
0500000US34013,34013,"Essex County, New Jersey",277735,106709,14133,55349,101544,2.79,3.62,3.93,3.78,1.22,176191,106709,14133,55349,(X),3.56,3.56,3.47,3.60,(X),88346,52782,6346,29218,(X),22.4,22.0,29.4,21.6,(X),17.5,17.4,19.7,17.1,(X),60.1,60.6,50.9,61.3,(X),277735,106709,14133,55349,101544,35.5,52.3,52.9,63.3,0.2,35.3,34.6,25.8,23.5,44.0,31.4,(X),(X),(X),85.8,11.4,(X),(X),(X),31.1,0.4,(X),(X),(X),(X),6.1,(X),(X),(X),(X),40.4,63.9,36.4,27.3,23.4,59.6,36.1,63.6,72.4,76.6,0.1,0.0,0.0,0.3,0.0,43.7,68.6,35.1,27.2,27.7,56.3,31.4,64.9,72.8,72.3
0500000US34015,34015,"Gloucester County, New Jersey",104305,55990,4819,12694,30802,2.75,3.43,2.98,3.22,1.27,73503,55990,4819,12694,(X),3.31,3.42,2.69,3.10,(X),30857,23416,2335,5106,(X),19.0,18.4,24.8,19.0,(X),18.0,17.8,13.0,21.4,(X),63.0,63.8,62.3,59.6,(X),104305,55990,4819,12694,30802,33.3,44.6,49.9,54.3,1.5,39.2,36.4,28.4,35.4,47.6,24.1,(X),(X),(X),81.6,10.5,(X),(X),(X),35.7,0.6,(X),(X),(X),(X),5.1,(X),(X),(X),(X),80.4,93.9,77.4,70.0,60.7,17.2,5.0,20.3,24.9,35.5,2.4,1.1,2.3,5.1,3.8,78.1,93.0,64.9,56.7,61.8,21.9,7.0,35.1,43.3,38.2
0500000US34017,34017,"Hudson County, New Jersey",253300,94089,16361,44699,98151,2.61,3.35,3.24,3.43,1.43,155149,94089,16361,44699,(X),3.24,3.30,2.90,3.24,(X),71069,42719,5246,23104,(X),27.7,32.7,38.9,15.9,(X),17.4,17.1,11.1,19.4,(X),54.9,50.2,50.0,64.7,(X),253300,94089,16361,44699,98151,31.2,47.6,40.7,61.2,0.3,30.2,28.3,37.1,28.9,31.4,28.0,(X),(X),(X),72.3,7.9,(X),(X),(X),20.5,0.7,(X),(X),(X),(X),7.2,(X),(X),(X),(X),15.2,21.8,14.2,17.6,8.0,84.5,78.1,85.8,82.3,91.5,0.2,0.1,0.0,0.1,0.4,29.4,41.3,26.0,20.6,22.5,70.6,58.7,74.0,79.4,77.5
0500000US34019,34019,"Hunterdon County, New Jersey",47387,29370,1340,3352,13325,2.54,3.14,3.70,2.50,1.12,34062,29370,1340,3352,(X),3.06,3.13,3.06,2.47,(X),14313,12489,636,1188,(X),12.5,13.1,20.4,2.8,(X),13.2,14.3,0.0,8.4,(X),74.3,72.6,79.6,88.8,(X),47387,29370,1340,3352,13325,31.1,43.5,47.5,37.7,0.3,42.0,36.0,33.7,43.9,55.4,25.2,(X),(X),(X),89.7,10.6,(X),(X),(X),37.7,0.1,(X),(X),(X),(X),2.9,(X),(X),(X),(X),86.6,96.6,72.9,74.1,69.1,13.3,3.4,27.1,25.9,30.5,0.1,0.0,0.0,0.0,0.3,83.3,90.6,68.3,69.6,72.3,16.7,9.4,31.7,30.4,27.7
